AccountID,CustomerID,AccountType,BranchID,Balance,OpenedDate
3965,4707,Recurring Deposit,11,590659.61,2014-10-27
3966,4268,Recurring Deposit,11,463297.84,2005-10-03
3967,1418,Savings,41,706071.13,2022-02-03
3968,2537,Recurring Deposit,33,21107.62,2021-10-07
3969,2884,Fixed Deposit,30,190282.04,2022-03-25
3970,3232,Current,27,424153.83,2015-04-23
3971,3870,Current,38,941229.38,2012-07-12
3972,4923,Current,88,808316.89,2004-04-22
3973,4460,Savings,14,414483.67,2016-05-22
3974,3619,Fixed Deposit,60,682960.15,2021-05-18
3975,2445,Fixed Deposit,44,979791.22,2021-11-07
3976,4489,Current,80,29887.78,2025-06-03
3977,4053,Savings,33,334735.95,2005-08-26
3978,1017,Current,81,51862.84,2005-09-29
3979,75,Fixed Deposit,24,662094.64,2012-12-31
3980,4110,Savings,27,539756.56,2014-03-07
3981,4138,Current,69,408883.56,2007-02-15
3982,2455,Fixed Deposit,77,559343.43,2012-03-10
3983,910,Recurring Deposit,17,370482.04,2012-01-13
3984,46,Current,35,285874.14,2022-01-26
3985,806,Recurring Deposit,76,632505.69,2024-07-30
3986,621,Savings,95,565199.82,2007-04-05
3987,2357,Recurring Deposit,68,512589.53,2000-12-07
3988,4443,Current,42,519494.73,2022-09-26
3989,3435,Current,39,967926.25,2015-09-25
3990,4762,Recurring Deposit,55,417370.1,2015-02-22
3991,3263,Current,17,896934.66,2024-08-12
3992,705,Savings,69,333214.66,2005-09-29
3993,2298,Current,51,770149.27,2012-09-20
3994,3681,Current,57,11486.15,2009-05-04
3995,4917,Savings,95,652743.53,2009-02-07
3996,3116,Savings,73,192546.63,2004-08-12
3997,4295,Savings,79,254537.16,2014-09-17
3998,2135,Savings,62,130009.56,2015-12-25
3999,3406,Savings,29,252298.22,2011-11-04
4000,1196,Fixed Deposit,93,718777.57,2009-03-29
4001,1214,Recurring Deposit,28,683577.99,2024-10-28
4002,4520,Fixed Deposit,3,129195.87,2021-11-18
4003,4317,Savings,52,400032.96,2012-06-03
4004,2870,Fixed Deposit,31,121059.96,2000-10-06
4005,4287,Fixed Deposit,21,592553.35,2003-08-15
4006,2155,Recurring Deposit,69,917195.63,2004-07-10
4007,1249,Current,1,169383.88,2019-04-23
4008,4390,Savings,72,474746.36,2014-05-02
4009,1961,Savings,18,463295.19,2008-02-04
4010,4329,Current,87,258401.92,2017-03-06
4011,4547,Fixed Deposit,29,413630.19,2015-12-02
4012,678,Current,60,205570.52,2013-05-12
4013,4334,Recurring Deposit,68,374932.12,2014-04-11
4014,4025,Current,4,120898.11,2011-07-01
4015,1686,Recurring Deposit,49,90309.36,2011-02-05
4016,4267,Fixed Deposit,37,373986.15,2014-12-15
4017,3570,Current,64,276833.83,2002-01-19
4018,126,Savings,34,264628.69,2017-02-26
4019,2643,Recurring Deposit,85,107979.25,2007-04-17
4020,4391,Fixed Deposit,34,20549.13,2011-08-30
4021,4860,Savings,98,574390.72,2002-11-14
4022,1397,Fixed Deposit,9,821837.17,2025-12-04
4023,552,Savings,77,97979.19,2023-03-20
4024,4393,Recurring Deposit,11,298449.32,2006-04-18
4025,2104,Recurring Deposit,26,135992.2,2007-06-12
4026,4988,Current,46,441097.03,2001-08-01
4027,671,Savings,20,405207.25,2001-11-26
4028,2721,Recurring Deposit,11,904331.64,2014-09-08
4029,3523,Savings,13,33368.81,2007-02-26
4030,3181,Recurring Deposit,2,523419.61,2023-09-02
4031,4394,Recurring Deposit,2,571918.31,2021-07-16
4032,2179,Recurring Deposit,2,527843.25,2024-02-03
4033,775,Savings,6,370731.13,2012-09-03
4034,2512,Recurring Deposit,5,753848.94,2004-10-06
4035,4285,Savings,31,549557.46,2019-06-21
4036,3628,Fixed Deposit,87,672475.54,2008-04-10
4037,147,Fixed Deposit,22,420209.57,2025-12-02
4038,1647,Recurring Deposit,56,444114.53,2013-11-21
4039,1272,Recurring Deposit,33,358201.63,2000-06-01
4040,955,Savings,53,308517.3,2021-09-03
4041,473,Fixed Deposit,91,160262.33,2018-09-27
4042,1144,Savings,50,151231.83,2021-11-05
4043,4148,Fixed Deposit,38,957409.41,2001-06-25
4044,3241,Fixed Deposit,7,804593.54,2014-11-02
4045,3620,Recurring Deposit,73,524621.0,2008-09-06
4046,3541,Recurring Deposit,6,81664.28,2002-03-09
4047,2356,Savings,25,966650.44,2011-06-22
4048,2020,Recurring Deposit,40,39689.42,2025-03-17
4049,4997,Current,42,387365.21,2024-06-17
4050,3909,Fixed Deposit,89,588817.19,2014-10-02
4051,2373,Current,62,967108.18,2020-08-19
4052,2401,Fixed Deposit,57,231760.92,2022-02-12
4053,1882,Current,83,956114.29,2020-06-17
4054,1565,Savings,78,37555.05,2010-06-18
4055,4111,Savings,20,749287.5,2001-07-31
4056,1639,Current,37,334433.36,2017-12-07
4057,4723,Fixed Deposit,51,339620.59,2008-12-02
4058,45,Savings,61,398731.92,2012-04-16
4059,3398,Recurring Deposit,83,987676.0,2024-06-20
4060,748,Current,19,608771.15,2000-03-22
4061,1258,Fixed Deposit,13,239668.27,2008-05-05
4062,1046,Current,14,787546.75,2000-03-31
4063,3824,Fixed Deposit,6,643668.71,2012-09-17
4064,524,Recurring Deposit,55,778180.77,2006-10-03
4065,763,Savings,22,709343.47,2014-07-24
4066,1252,Fixed Deposit,31,284252.96,2000-04-14
4067,3600,Fixed Deposit,83,471280.51,2025-03-28
4068,3345,Savings,95,389918.24,2005-04-09
4069,2863,Savings,34,371039.19,2006-10-18
4070,3560,Recurring Deposit,25,726699.38,2021-03-03
4071,3692,Fixed Deposit,30,324121.55,2017-04-11
4072,1146,Fixed Deposit,71,69259.91,2020-01-25
4073,4984,Current,25,341474.24,2004-04-22
4074,1182,Savings,7,532803.01,2006-12-31
4075,696,Savings,79,431240.8,2001-01-10
4076,2834,Fixed Deposit,18,64429.28,2024-11-29
4077,3045,Savings,1,644738.12,2010-05-19
4078,4494,Fixed Deposit,42,578515.83,2000-12-02
4079,562,Current,51,832474.96,2003-08-26
4080,73,Fixed Deposit,89,945291.69,2011-09-13
4081,1282,Recurring Deposit,73,403535.38,2022-03-12
4082,3676,Savings,8,779747.85,2007-01-17
4083,4500,Recurring Deposit,55,248690.07,2023-07-27
4084,3203,Current,26,154614.9,2017-12-27
4085,549,Savings,75,247283.66,2015-01-10
4086,1480,Current,52,311016.37,2000-10-09
4087,4466,Savings,60,939007.6,2023-12-27
4088,2702,Savings,30,8804.3,2020-04-17
4089,2810,Current,64,984167.92,2022-03-13
4090,3512,Fixed Deposit,10,744497.5,2016-10-20
4091,383,Savings,20,769478.4,2025-05-23
4092,3841,Current,17,427731.03,2014-03-07
4093,3767,Current,56,605350.98,2019-08-17
4094,4561,Recurring Deposit,74,543551.96,2000-08-08
4095,2757,Current,17,513514.14,2000-11-20
4096,2040,Savings,44,357900.12,2022-08-19
4097,820,Recurring Deposit,79,482027.88,2012-12-15
4098,4554,Savings,14,651866.18,2002-07-29
4099,2782,Recurring Deposit,66,82080.16,2007-04-28
4100,2681,Current,55,742767.5,2013-06-25
4101,1198,Recurring Deposit,53,259604.68,2012-12-25
4102,337,Recurring Deposit,50,122278.88,2019-03-19
4103,3817,Fixed Deposit,6,123368.32,2005-05-20
4104,3378,Current,28,817261.8,2021-05-29
4105,4213,Fixed Deposit,8,761609.8,2010-11-19
4106,592,Recurring Deposit,27,600922.64,2004-04-20
4107,3514,Current,1,845198.06,2010-04-08
4108,1901,Fixed Deposit,10,538833.55,2024-03-10
4109,530,Fixed Deposit,48,59220.98,2016-09-07
4110,3727,Current,17,500274.71,2016-05-11
4111,4335,Fixed Deposit,93,297190.84,2017-01-02
4112,4240,Recurring Deposit,46,991357.82,2025-02-11
4113,436,Current,97,532586.1,2022-07-19
4114,3326,Current,48,642644.93,2007-03-27
4115,1048,Fixed Deposit,56,284110.29,2019-12-17
4116,3744,Current,26,194455.26,2012-05-06
4117,553,Savings,70,936417.8,2018-06-29
4118,2614,Recurring Deposit,4,704671.63,2003-05-14
4119,1946,Savings,83,202547.73,2003-10-04
4120,2218,Recurring Deposit,58,109959.57,2002-10-03
4121,4093,Recurring Deposit,60,999021.32,2001-01-28
4122,3351,Fixed Deposit,48,750873.27,2023-02-21
4123,3675,Recurring Deposit,80,723370.26,2014-12-06
4124,1775,Fixed Deposit,5,204790.09,2019-02-28
4125,3173,Savings,86,47614.14,2010-06-02
4126,2762,Recurring Deposit,70,889529.08,2004-07-11
4127,819,Current,38,517300.94,2004-09-30
4128,2744,Fixed Deposit,87,896411.67,2019-02-14
4129,4087,Savings,10,432219.3,2006-08-12
4130,2342,Recurring Deposit,22,501405.81,2016-07-07
4131,1654,Recurring Deposit,33,484888.06,2015-12-01
4132,3019,Recurring Deposit,51,52870.95,2000-12-19
4133,3106,Fixed Deposit,84,118443.79,2023-01-18
4134,2037,Current,34,990769.3,2000-11-23
4135,3015,Fixed Deposit,39,85351.05,2008-03-11
4136,2905,Current,24,536667.96,2010-12-31
4137,4357,Current,83,320902.68,2025-11-18
4138,182,Recurring Deposit,48,304221.14,2003-10-13
4139,2141,Current,63,674417.8,2021-12-27
4140,816,Fixed Deposit,13,545390.5,2023-09-06
4141,578,Recurring Deposit,33,54992.16,2001-01-14
4142,4574,Current,41,343848.22,2010-01-15
4143,3213,Current,2,482512.43,2015-06-19
4144,3648,Recurring Deposit,34,47510.71,2021-02-21
4145,1166,Savings,2,560956.03,2015-08-07
4146,991,Recurring Deposit,14,298430.92,2018-03-14
4147,2643,Recurring Deposit,93,87085.49,2020-02-24
4148,2425,Current,18,185840.92,2014-01-05
4149,666,Current,67,143128.01,2014-04-02
4150,4826,Fixed Deposit,14,412026.94,2009-12-26
4151,3937,Savings,14,490151.2,2025-10-14
4152,2902,Fixed Deposit,83,134217.26,2005-10-18
4153,4529,Current,27,987613.57,2002-06-27
4154,1183,Current,8,202601.18,2018-03-20
4155,747,Fixed Deposit,93,933297.43,2014-04-08
4156,4947,Current,92,702621.43,2012-05-24
4157,2866,Savings,15,526204.51,2008-08-25
4158,4691,Current,92,395292.34,2002-09-04
4159,1145,Current,90,797572.13,2015-05-29
4160,803,Current,48,503037.79,2000-06-25
4161,4335,Fixed Deposit,17,784368.24,2003-01-11
4162,1256,Current,68,18482.9,2001-08-12
4163,3089,Recurring Deposit,58,176947.17,2002-01-15
4164,1068,Current,76,478628.61,2008-10-26
4165,4928,Current,76,38971.79,2015-11-26
4166,1897,Fixed Deposit,50,199657.53,2000-03-17
4167,236,Fixed Deposit,8,892712.69,2004-01-15
4168,3800,Current,74,72523.01,2023-09-06
4169,324,Fixed Deposit,19,77818.38,2015-12-02
4170,2690,Recurring Deposit,29,728231.8,2000-01-17
4171,3193,Fixed Deposit,98,664094.69,2001-01-08
4172,3320,Current,8,108648.38,2016-08-10
4173,153,Fixed Deposit,51,391634.36,2020-12-25
4174,4495,Savings,81,125032.96,2016-08-26
4175,3732,Current,30,19676.07,2012-03-01
4176,4762,Recurring Deposit,71,934773.36,2006-10-23
4177,573,Savings,81,353121.52,2016-07-28
4178,4318,Savings,25,270939.28,2025-05-27
4179,4994,Fixed Deposit,32,645244.1,2005-02-26
4180,4612,Savings,38,971374.0,2019-02-12
4181,3046,Recurring Deposit,1,78945.9,2022-05-04
4182,2811,Current,23,845321.96,2000-09-18
4183,4106,Current,76,150733.77,2020-04-09
4184,3263,Savings,100,819172.7,2000-07-28
4185,1081,Fixed Deposit,18,278939.67,2022-04-05
4186,3006,Current,28,583963.59,2019-04-07
4187,3904,Savings,99,403933.89,2010-05-19
4188,1628,Savings,67,243653.44,2010-01-27
4189,749,Current,1,813249.66,2003-03-17
4190,709,Recurring Deposit,15,171504.4,2012-04-13
4191,3639,Fixed Deposit,38,530837.65,2014-11-01
4192,4893,Current,7,811419.2,2009-01-09
4193,1511,Savings,70,755162.03,2000-07-01
4194,4403,Savings,88,896238.17,2016-12-01
4195,1276,Savings,62,782607.88,2025-06-29
4196,915,Savings,32,772505.51,2011-05-03
4197,182,Savings,82,635689.63,2015-10-16
4198,478,Current,69,533896.53,2012-07-06
4199,2314,Savings,40,779598.85,2010-10-20
4200,428,Current,63,467669.55,2015-04-18
4201,496,Savings,65,957753.79,2015-11-05
4202,4215,Recurring Deposit,91,90764.67,2012-07-10
4203,756,Savings,36,333417.86,2013-06-05
4204,2552,Recurring Deposit,36,781122.67,2025-06-11
4205,3744,Fixed Deposit,83,442455.7,2000-08-09
4206,3767,Recurring Deposit,10,988015.7,2001-02-20
4207,2417,Recurring Deposit,27,314171.75,2008-05-23
4208,2209,Savings,96,448802.03,2003-12-03
4209,4490,Savings,87,152934.8,2006-12-30
4210,2333,Current,87,848783.44,2008-06-08
4211,1346,Recurring Deposit,93,148607.88,2011-11-10
4212,3764,Fixed Deposit,43,976868.59,2006-01-24
4213,2004,Savings,48,171696.03,2012-07-22
4214,1631,Current,24,995431.33,2012-05-14
4215,609,Fixed Deposit,38,700381.17,2024-05-09
4216,4674,Savings,19,713085.46,2002-03-31
4217,4300,Fixed Deposit,38,776228.07,2017-05-08
4218,1506,Savings,18,270142.79,2018-01-06
4219,4937,Savings,55,583776.33,2020-11-30
4220,4986,Fixed Deposit,21,973838.28,2010-02-05
4221,1441,Current,54,789613.05,2010-02-24
4222,3301,Savings,57,977018.69,2013-06-28
4223,413,Fixed Deposit,86,625288.41,2021-09-15
4224,3109,Recurring Deposit,84,297595.23,2002-02-16
4225,3332,Fixed Deposit,74,552174.32,2023-04-17
4226,4247,Savings,15,456296.99,2008-07-29
4227,4798,Current,46,500404.7,2014-11-16
4228,2579,Savings,9,598681.41,2006-09-01
4229,2886,Current,18,335756.05,2021-08-03
4230,3871,Fixed Deposit,69,204569.82,2008-06-25
4231,84,Fixed Deposit,26,914949.81,2025-09-25
4232,3352,Current,39,129480.16,2009-08-14
4233,1369,Recurring Deposit,37,837793.01,2025-04-19
4234,3428,Current,86,931931.68,2013-12-28
4235,4352,Recurring Deposit,95,174153.38,2023-03-21
4236,994,Fixed Deposit,40,504827.87,2006-03-08
4237,1750,Recurring Deposit,9,147780.65,2009-02-17
4238,2354,Current,39,395400.79,2013-12-13
4239,187,Savings,16,112275.47,2016-12-09
4240,3655,Current,70,354397.31,2024-12-26
4241,3916,Savings,78,481949.28,2013-12-01
4242,2288,Fixed Deposit,35,425572.56,2002-10-10
4243,3108,Current,17,947730.97,2021-07-10
4244,3849,Fixed Deposit,48,995479.66,2006-12-07
4245,899,Current,88,466608.1,2005-07-03
4246,3759,Fixed Deposit,92,932870.47,2008-09-15
4247,303,Current,84,147245.85,2022-07-23
4248,4106,Recurring Deposit,59,40338.42,2001-01-26
4249,3987,Fixed Deposit,7,752805.98,2016-04-10
4250,2458,Fixed Deposit,70,714943.2,2023-04-10
4251,3035,Fixed Deposit,21,485685.16,2021-04-25
4252,670,Fixed Deposit,50,593579.05,2025-01-27
4253,824,Recurring Deposit,96,523096.35,2004-01-28
4254,1615,Fixed Deposit,3,997000.25,2020-09-03
4255,4840,Recurring Deposit,80,889521.11,2000-12-27
4256,4600,Recurring Deposit,91,972824.39,2007-09-27
4257,4780,Savings,91,956543.47,2004-07-14
4258,127,Fixed Deposit,100,877787.9,2013-04-17
4259,1170,Savings,25,185804.51,2014-05-20
4260,4433,Current,30,780170.04,2014-02-24
4261,2389,Recurring Deposit,39,62662.06,2013-07-27
4262,38,Recurring Deposit,72,1467.55,2019-04-29
4263,3081,Current,44,444788.89,2021-05-07
4264,844,Recurring Deposit,98,151473.49,2011-04-12
4265,2381,Recurring Deposit,64,155321.6,2004-02-29
4266,2335,Current,27,573782.95,2014-10-08
4267,1338,Savings,79,703898.83,2019-05-28
4268,2897,Current,43,754766.84,2020-06-23
4269,646,Savings,94,914856.25,2004-03-02
4270,4250,Fixed Deposit,95,238020.21,2008-09-19
4271,4987,Current,51,470554.4,2006-09-04
4272,526,Savings,58,804701.39,2000-05-19
4273,249,Fixed Deposit,62,577054.39,2016-06-10
4274,4142,Current,18,297158.62,2000-06-17
4275,1672,Savings,10,377972.94,2005-03-13
4276,4110,Savings,72,323148.01,2013-12-17
4277,390,Recurring Deposit,97,956383.24,2002-04-15
4278,3854,Savings,10,170380.38,2008-04-11
4279,4561,Recurring Deposit,82,252980.55,2017-04-02
4280,4220,Savings,32,486780.35,2009-01-25
4281,2279,Fixed Deposit,18,371087.37,2016-12-09
4282,2080,Recurring Deposit,24,904980.77,2016-09-20
4283,3077,Fixed Deposit,87,670245.86,2011-10-28
4284,3329,Current,91,201183.45,2022-04-23
4285,213,Savings,86,417697.14,2016-04-06
4286,2661,Savings,24,169538.77,2010-04-08
4287,2534,Recurring Deposit,42,64863.99,2006-12-19
4288,3335,Fixed Deposit,1,425252.09,2021-07-18
4289,409,Current,81,955219.61,2023-10-16
4290,3262,Current,14,240465.45,2009-09-19
4291,605,Current,89,560663.03,2005-03-03
4292,2856,Current,71,810086.78,2023-10-05
4293,4354,Current,65,818588.87,2003-08-29
4294,1384,Fixed Deposit,25,814508.14,2003-12-14
4295,4854,Fixed Deposit,8,95022.33,2014-08-26
4296,3305,Savings,14,468381.04,2014-10-25
4297,1738,Fixed Deposit,26,969283.03,2012-04-01
4298,1825,Current,32,941113.71,2002-07-15
4299,980,Current,35,501319.66,2012-10-31
4300,2067,Fixed Deposit,58,883462.61,2006-10-13
4301,2851,Recurring Deposit,63,71141.33,2001-08-15
4302,3010,Current,66,19208.01,2016-11-14
4303,284,Fixed Deposit,70,428438.2,2002-03-11
4304,4959,Savings,71,115914.59,2023-07-23
4305,2430,Recurring Deposit,91,949929.5,2003-11-18
4306,724,Fixed Deposit,44,470329.92,2025-01-28
4307,4721,Current,49,935405.91,2023-10-17
4308,645,Recurring Deposit,65,558164.77,2007-10-11
4309,2200,Recurring Deposit,18,197103.06,2009-02-09
4310,2483,Recurring Deposit,41,850736.76,2017-10-27
4311,4453,Fixed Deposit,76,75572.73,2001-11-28
4312,2437,Fixed Deposit,25,365498.36,2003-07-12
4313,459,Recurring Deposit,10,239073.37,2024-02-05
4314,2956,Recurring Deposit,86,641981.62,2008-05-29
4315,3887,Current,22,784654.39,2002-11-13
4316,1637,Savings,5,803864.11,2016-12-09
4317,3237,Current,72,177893.93,2007-05-03
4318,4425,Current,24,432258.58,2023-09-12
4319,1932,Fixed Deposit,3,535621.65,2003-11-08
4320,1722,Fixed Deposit,99,127409.41,2023-04-06
4321,3685,Fixed Deposit,61,578419.58,2006-08-02
4322,1643,Fixed Deposit,2,713540.69,2019-03-08
4323,3223,Recurring Deposit,32,340884.03,2018-10-28
4324,181,Savings,25,223142.52,2003-12-01
4325,464,Recurring Deposit,80,929909.29,2001-06-16
4326,4265,Fixed Deposit,42,445363.62,2020-03-24
4327,799,Savings,51,45872.84,2013-06-16
4328,4060,Savings,96,984721.2,2009-12-28
4329,116,Current,2,380350.94,2019-08-09
4330,442,Savings,35,663154.1,2018-11-01
4331,2482,Fixed Deposit,57,255949.0,2001-12-13
4332,3100,Recurring Deposit,98,950548.94,2020-08-21
4333,1467,Recurring Deposit,18,409228.64,2005-04-21
4334,9,Fixed Deposit,65,831382.36,2024-04-14
4335,2040,Savings,25,593892.59,2018-03-20
4336,2800,Current,13,276259.39,2024-02-24
4337,3345,Fixed Deposit,40,649026.11,2011-12-20
4338,2658,Fixed Deposit,3,106386.02,2012-04-18
4339,2657,Savings,10,883469.7,2020-07-09
4340,185,Recurring Deposit,57,868222.02,2005-02-26
4341,2754,Savings,28,527747.85,2021-05-22
4342,2031,Fixed Deposit,21,598471.26,2002-07-16
4343,641,Recurring Deposit,24,750309.96,2004-12-08
4344,2685,Fixed Deposit,5,769211.36,2015-12-19
4345,1784,Fixed Deposit,76,991594.55,2017-01-17
4346,437,Recurring Deposit,3,70329.29,2020-02-03
4347,2303,Savings,71,38417.81,2014-04-30
4348,462,Savings,56,770506.47,2011-11-12
4349,4048,Fixed Deposit,59,273593.58,2023-04-15
4350,1508,Current,27,220905.66,2004-08-22
4351,3106,Fixed Deposit,37,680949.55,2001-03-16
4352,4255,Current,75,232687.42,2002-05-01
4353,3538,Fixed Deposit,77,733617.93,2000-12-11
4354,3479,Recurring Deposit,56,412297.59,2005-03-27
4355,4882,Recurring Deposit,64,785832.16,2024-03-26
4356,3902,Savings,40,290362.93,2019-05-15
4357,3767,Savings,11,139603.82,2002-07-20
4358,4270,Current,80,834890.66,2013-08-01
4359,2453,Fixed Deposit,46,685834.48,2021-04-03
4360,1867,Recurring Deposit,46,280755.68,2015-05-31
4361,1464,Recurring Deposit,1,584617.9,2010-07-30
4362,2190,Fixed Deposit,73,735135.37,2003-08-29
4363,4370,Current,83,869348.44,2004-04-27
4364,393,Current,64,650514.09,2019-05-28
4365,2605,Recurring Deposit,79,140121.4,2017-04-24
4366,653,Savings,52,706160.89,2000-05-23
4367,2353,Savings,12,163173.69,2021-05-03
4368,4520,Fixed Deposit,13,228425.81,2005-07-29
4369,826,Savings,73,454490.45,2013-12-10
4370,143,Recurring Deposit,36,721164.76,2018-04-26
4371,2395,Fixed Deposit,88,453062.83,2007-11-22
4372,547,Fixed Deposit,46,362223.85,2010-07-04
4373,1272,Current,39,672411.7,2017-11-19
4374,4245,Recurring Deposit,75,292413.26,2013-07-10
4375,4092,Fixed Deposit,94,763052.21,2022-12-02
4376,1747,Current,48,348852.82,2019-09-15
4377,1345,Current,12,332674.78,2001-07-20
4378,2654,Current,1,359708.1,2005-06-20
4379,4406,Savings,98,537704.53,2003-06-11
4380,1016,Current,25,316453.98,2023-12-30
4381,3426,Savings,6,396839.41,2010-12-29
4382,4950,Recurring Deposit,76,237913.01,2019-08-27
4383,2156,Current,11,213313.83,2018-05-22
4384,2563,Recurring Deposit,9,304345.4,2020-09-20
4385,2810,Current,37,803951.1,2015-10-31
4386,3060,Recurring Deposit,81,522889.0,2009-09-14
4387,1144,Current,89,917368.16,2003-04-20
4388,1191,Current,60,885513.89,2004-09-13
4389,2102,Fixed Deposit,1,208211.99,2010-03-11
4390,2174,Fixed Deposit,53,908863.57,2010-10-02
4391,2963,Savings,92,951336.7,2003-05-29
4392,1167,Fixed Deposit,91,280355.75,2012-06-03
4393,945,Recurring Deposit,73,914893.29,2021-11-03
4394,1916,Fixed Deposit,51,240385.85,2008-11-22
4395,1154,Current,20,889790.16,2012-05-24
4396,2822,Fixed Deposit,21,340445.33,2016-07-23
4397,2027,Savings,40,327913.45,2020-02-14
4398,3093,Current,81,519525.37,2014-08-05
4399,1182,Savings,99,941907.52,2015-10-02
4400,2924,Current,58,550732.47,2007-04-18
4401,362,Recurring Deposit,53,584983.81,2002-01-16
4402,753,Fixed Deposit,69,315259.7,2009-08-11
4403,4052,Recurring Deposit,81,878056.23,2020-01-08
4404,3603,Savings,100,842231.29,2013-03-15
4405,1309,Recurring Deposit,85,504865.13,2009-04-14
4406,1738,Current,34,746234.14,2020-04-24
4407,1271,Recurring Deposit,23,163929.13,2020-03-08
4408,1862,Current,72,880431.51,2017-11-17
4409,1499,Recurring Deposit,99,436878.15,2005-07-04
4410,1616,Fixed Deposit,2,273535.44,2001-09-19
4411,163,Savings,49,240480.67,2003-05-17
4412,2430,Fixed Deposit,23,103554.37,2015-10-06
4413,3784,Fixed Deposit,27,167302.22,2022-07-08
4414,3114,Current,96,228977.0,2003-11-15
4415,4269,Savings,94,569664.23,2021-01-15
4416,3436,Fixed Deposit,63,392321.16,2023-06-10
4417,2763,Current,80,681061.13,2002-01-29
4418,3223,Savings,58,992195.36,2001-10-07
4419,3180,Recurring Deposit,16,873774.89,2010-02-15
4420,2832,Current,30,892573.75,2022-11-07
4421,774,Recurring Deposit,15,973773.26,2022-07-23
4422,1329,Recurring Deposit,53,954428.29,2012-11-29
4423,2177,Recurring Deposit,36,567799.55,2007-05-22
4424,3759,Fixed Deposit,73,47654.05,2012-09-11
4425,3302,Savings,49,414776.84,2005-02-22
4426,928,Recurring Deposit,23,525243.11,2023-09-28
4427,768,Savings,4,146302.1,2009-09-09
4428,748,Current,32,720051.79,2006-08-26
4429,1480,Current,65,635008.25,2019-04-30
4430,1472,Savings,68,760446.1,2020-03-30
4431,311,Fixed Deposit,64,173830.17,2005-07-14
4432,3748,Fixed Deposit,81,836528.2,2013-11-21
4433,4415,Savings,45,657030.1,2011-02-21
4434,4518,Recurring Deposit,16,380767.11,2001-04-20
4435,112,Savings,99,890086.08,2019-12-08
4436,1083,Savings,62,805660.29,2024-09-15
4437,4515,Current,94,757266.42,2020-06-06
4438,992,Savings,8,907631.52,2002-01-10
4439,4442,Savings,50,300165.98,2018-02-05
4440,3924,Current,18,146108.45,2006-02-24
4441,1739,Fixed Deposit,44,585209.12,2011-12-30
4442,2952,Savings,10,422780.51,2000-09-17
4443,4647,Recurring Deposit,48,672835.69,2016-02-16
4444,1089,Current,94,957828.05,2003-10-18
4445,3606,Savings,41,145649.19,2001-09-24
4446,1421,Fixed Deposit,62,554853.91,2004-12-22
4447,4204,Recurring Deposit,22,383914.16,2016-01-21
4448,1809,Current,11,555673.32,2020-07-24
4449,957,Recurring Deposit,75,94427.81,2010-07-05
4450,3734,Fixed Deposit,3,330753.03,2012-01-13
4451,1826,Current,3,673367.63,2000-01-27
4452,3635,Recurring Deposit,11,396009.03,2012-03-01
4453,1992,Current,64,403980.64,2003-05-25
4454,48,Recurring Deposit,91,294358.34,2004-07-13
4455,2000,Savings,79,278350.79,2005-03-02
4456,2040,Savings,95,530131.46,2016-03-12
4457,3055,Savings,99,4139.87,2008-09-19
4458,3610,Fixed Deposit,96,827829.85,2004-02-02
4459,3864,Fixed Deposit,54,360423.92,2021-09-13
4460,4928,Fixed Deposit,6,969259.54,2024-02-07
4461,2564,Fixed Deposit,31,204373.39,2003-02-28
4462,3498,Recurring Deposit,84,37014.04,2001-05-13
4463,1259,Fixed Deposit,34,870775.19,2019-09-07
4464,4233,Recurring Deposit,52,68185.68,2015-04-02
4465,1328,Fixed Deposit,33,32843.29,2012-10-01
4466,3374,Recurring Deposit,55,664133.34,2020-05-25
4467,41,Fixed Deposit,81,41741.03,2003-11-09
4468,3229,Savings,75,84146.88,2011-01-04
4469,1234,Savings,77,941566.42,2011-10-29
4470,887,Current,92,668831.25,2002-03-14
4471,792,Fixed Deposit,38,669384.64,2013-06-26
4472,1849,Savings,30,289733.78,2011-08-27
4473,4934,Current,6,323643.37,2010-04-16
4474,423,Fixed Deposit,63,42835.39,2025-07-19
4475,3517,Recurring Deposit,21,415710.27,2016-02-04
4476,4714,Fixed Deposit,56,26954.74,2023-04-14
4477,1152,Recurring Deposit,1,773695.09,2018-08-09
4478,3738,Savings,58,140536.35,2008-05-30
4479,2910,Recurring Deposit,71,521199.31,2022-01-17
4480,4348,Fixed Deposit,13,357568.31,2000-01-04
4481,1842,Current,11,898208.77,2007-06-30
4482,4031,Current,71,404425.46,2016-05-25
4483,2630,Fixed Deposit,82,112203.37,2001-06-15
4484,181,Current,67,845735.19,2025-04-03
4485,664,Recurring Deposit,15,201938.03,2021-02-14
4486,341,Current,98,395410.92,2005-11-17
4487,2589,Fixed Deposit,73,967410.9,2012-09-18
4488,1739,Fixed Deposit,85,260784.65,2008-08-07
4489,1971,Fixed Deposit,2,809738.37,2002-07-28
4490,4412,Recurring Deposit,91,900959.76,2000-11-26
4491,1722,Fixed Deposit,6,235001.07,2006-11-04
4492,2592,Savings,40,766957.13,2009-07-11
4493,222,Savings,33,762326.02,2025-11-22
4494,2966,Recurring Deposit,88,343941.55,2022-08-23
4495,3479,Fixed Deposit,88,531635.75,2025-12-12
4496,2718,Recurring Deposit,24,82436.36,2021-03-29
4497,2386,Current,11,922583.2,2025-12-12
4498,3951,Current,86,976092.29,2005-05-04
4499,3769,Recurring Deposit,65,226588.44,2014-08-05
4500,559,Fixed Deposit,61,734831.86,2020-03-10
